2025-08-20 13:25:55 | INFO | services.auth_service | Worker-20344 | User logged out
2025-08-20 13:29:32 | INFO | pdf_service | Worker-20704 | {"message": "PDF loaded successfully", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2).pdf", "pages": 123}, "timestamp": "2025-08-20T07:59:32.147055", "logger": "pdf_service"}
2025-08-20 13:29:36 | INFO | pdf_service | Worker-20704 | {"message": "Text extraction completed", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2).pdf", "extracted_length": 191455}, "timestamp": "2025-08-20T07:59:36.332970", "logger": "pdf_service"}
2025-08-20 13:29:36 | INFO | cache | Worker-20704 | {"message": "Successfully cached text", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2).pdf", "cache_key": "1ad676fb2b37da2bdc5146ba29fd43f7"}, "timestamp": "2025-08-20T07:59:36.339106", "logger": "cache"}
2025-08-20 13:29:36 | INFO | pdf_service | Worker-20704 | {"message": "Successfully cached extracted text", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2).pdf"}, "timestamp": "2025-08-20T07:59:36.341707", "logger": "pdf_service"}
2025-08-20 13:29:36 | INFO | pdf_service | Worker-20704 | {"message": "Starting PDF text extraction", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2).pdf"}, "timestamp": "2025-08-20T07:59:36.347631", "logger": "pdf_service"}
2025-08-20 13:29:36 | INFO | cache | Worker-20704 | {"message": "Cache hit", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2).pdf", "cached_at": "2025-08-20T13:29:36.334034"}, "timestamp": "2025-08-20T07:59:36.378522", "logger": "cache"}
2025-08-20 13:29:36 | INFO | pdf_service | Worker-20704 | {"message": "Using cached text", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2).pdf", "text_length": 191455}, "timestamp": "2025-08-20T07:59:36.379042", "logger": "pdf_service"}
2025-08-20 13:32:26 | INFO | services.auth_service | Worker-20704 | === LOGIN ATTEMPT DEBUG ===
2025-08-20 13:32:26 | INFO | services.auth_service | Worker-20704 | Received username: 'vsbec' (length: 5)
2025-08-20 13:32:26 | INFO | services.auth_service | Worker-20704 | Received password: 'vsbec' (length: 5)
2025-08-20 13:32:26 | INFO | services.auth_service | Worker-20704 | Expected username: 'vsbec' (length: 5)
2025-08-20 13:32:26 | INFO | services.auth_service | Worker-20704 | Expected password: 'vsbec' (length: 5)
2025-08-20 13:32:26 | INFO | services.auth_service | Worker-20704 | Username match: True
2025-08-20 13:32:26 | INFO | services.auth_service | Worker-20704 | Password match: True
2025-08-20 13:32:26 | INFO | services.auth_service | Worker-20704 | === END DEBUG ===
2025-08-20 13:32:37 | INFO | pdf_service | Worker-20704 | {"message": "Starting PDF text extraction", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\The-Mom-Test-en.pdf"}, "timestamp": "2025-08-20T08:02:37.085092", "logger": "pdf_service"}
2025-08-20 13:32:37 | INFO | pdf_service | Worker-20704 | {"message": "Cache miss - extracting text from PDF", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\The-Mom-Test-en.pdf"}, "timestamp": "2025-08-20T08:02:37.086247", "logger": "pdf_service"}
2025-08-20 13:32:37 | INFO | pdf_service | Worker-20704 | {"message": "PDF loaded successfully", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\The-Mom-Test-en.pdf", "pages": 122}, "timestamp": "2025-08-20T08:02:37.124855", "logger": "pdf_service"}
2025-08-20 13:32:39 | INFO | pdf_service | Worker-20704 | {"message": "Text extraction completed", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\The-Mom-Test-en.pdf", "extracted_length": 176764}, "timestamp": "2025-08-20T08:02:39.375574", "logger": "pdf_service"}
2025-08-20 13:32:39 | INFO | cache | Worker-20704 | {"message": "Successfully cached text", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\The-Mom-Test-en.pdf", "cache_key": "45e06d75076d1d27dd6638c09f5f4992"}, "timestamp": "2025-08-20T08:02:39.378465", "logger": "cache"}
2025-08-20 13:32:39 | INFO | pdf_service | Worker-20704 | {"message": "Successfully cached extracted text", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\The-Mom-Test-en.pdf"}, "timestamp": "2025-08-20T08:02:39.378822", "logger": "pdf_service"}
2025-08-20 13:32:39 | INFO | pdf_service | Worker-20704 | {"message": "Starting PDF text extraction", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\The-Mom-Test-en.pdf"}, "timestamp": "2025-08-20T08:02:39.442965", "logger": "pdf_service"}
2025-08-20 13:32:39 | INFO | cache | Worker-20704 | {"message": "Cache hit", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\The-Mom-Test-en.pdf", "cached_at": "2025-08-20T13:32:39.376126"}, "timestamp": "2025-08-20T08:02:39.461225", "logger": "cache"}
2025-08-20 13:32:39 | INFO | pdf_service | Worker-20704 | {"message": "Using cached text", "data": {"file_path": "C:\\Shyamnath\\learning2\\learning\\books\\The-Mom-Test-en.pdf", "text_length": 176764}, "timestamp": "2025-08-20T08:02:39.461855", "logger": "pdf_service"}
2025-08-20 13:33:03 | INFO | chat_service | Worker-20704 | Successfully generated response for token user_d8dcefc3af94, length: 2162
2025-08-20 13:33:11 | INFO | chat_service | Worker-20704 | Successfully generated response for token user_260ce1a54922, length: 2927
2025-08-20 13:33:44 | INFO | chat_service | Worker-20704 | Successfully generated response for token user_d8dcefc3af94, length: 6257
2025-08-20 13:33:46 | INFO | chat_service | Worker-20704 | Successfully generated response for token user_260ce1a54922, length: 6541
2025-09-02 11:53:54 | INFO | pdf_service | Worker-32168 | {"message": "Starting PDF text extraction", "data": {"file_path": "D:\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2)(1).pdf"}, "timestamp": "2025-09-02T06:23:54.397508", "logger": "pdf_service"}
2025-09-02 11:53:54 | INFO | pdf_service | Worker-32168 | {"message": "Cache miss - extracting text from PDF", "data": {"file_path": "D:\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2)(1).pdf"}, "timestamp": "2025-09-02T06:23:54.398509", "logger": "pdf_service"}
2025-09-02 11:53:54 | INFO | pdf_service | Worker-32168 | {"message": "PDF loaded successfully", "data": {"file_path": "D:\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2)(1).pdf", "pages": 123}, "timestamp": "2025-09-02T06:23:54.823342", "logger": "pdf_service"}
2025-09-02 11:54:01 | INFO | pdf_service | Worker-32168 | {"message": "Text extraction completed", "data": {"file_path": "D:\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2)(1).pdf", "extracted_length": 191455}, "timestamp": "2025-09-02T06:24:01.663855", "logger": "pdf_service"}
2025-09-02 11:54:01 | INFO | cache | Worker-32168 | {"message": "Successfully cached text", "data": {"file_path": "D:\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2)(1).pdf", "cache_key": "398665ee396b7a63a69dc1c0cef90b4e"}, "timestamp": "2025-09-02T06:24:01.672868", "logger": "cache"}
2025-09-02 11:54:01 | INFO | pdf_service | Worker-32168 | {"message": "Successfully cached extracted text", "data": {"file_path": "D:\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2)(1).pdf"}, "timestamp": "2025-09-02T06:24:01.672868", "logger": "pdf_service"}
2025-09-02 11:54:01 | INFO | pdf_service | Worker-32168 | {"message": "Starting PDF text extraction", "data": {"file_path": "D:\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2)(1).pdf"}, "timestamp": "2025-09-02T06:24:01.687219", "logger": "pdf_service"}
2025-09-02 11:54:01 | INFO | cache | Worker-32168 | {"message": "Cache hit", "data": {"file_path": "D:\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2)(1).pdf", "cached_at": "2025-09-02T11:54:01.664868"}, "timestamp": "2025-09-02T06:24:01.694221", "logger": "cache"}
2025-09-02 11:54:01 | INFO | pdf_service | Worker-32168 | {"message": "Using cached text", "data": {"file_path": "D:\\learning\\books\\Ikigai - The Japanese secret to a long and happy life(2)(1).pdf", "text_length": 191455}, "timestamp": "2025-09-02T06:24:01.695216", "logger": "pdf_service"}
2025-09-02 12:00:45 | INFO | chat_service | Worker-32168 | Successfully generated response for token user_bb620ee0d79f, length: 625
2025-09-11 09:55:18 | INFO | services.auth_service | Worker-30260 | === LOGIN ATTEMPT DEBUG ===
2025-09-11 09:55:18 | INFO | services.auth_service | Worker-30260 | Received username: 'vsbec' (length: 5)
2025-09-11 09:55:18 | INFO | services.auth_service | Worker-30260 | Received password: 'vsbce' (length: 5)
2025-09-11 09:55:18 | INFO | services.auth_service | Worker-30260 | Expected username: 'vsbec' (length: 5)
2025-09-11 09:55:18 | INFO | services.auth_service | Worker-30260 | Expected password: 'vsbec' (length: 5)
2025-09-11 09:55:18 | INFO | services.auth_service | Worker-30260 | Username match: True
2025-09-11 09:55:18 | INFO | services.auth_service | Worker-30260 | Password match: False
2025-09-11 09:55:18 | INFO | services.auth_service | Worker-30260 | === END DEBUG ===
2025-09-11 09:55:22 | INFO | services.auth_service | Worker-30260 | === LOGIN ATTEMPT DEBUG ===
2025-09-11 09:55:22 | INFO | services.auth_service | Worker-30260 | Received username: 'vsbec' (length: 5)
2025-09-11 09:55:22 | INFO | services.auth_service | Worker-30260 | Received password: 'vsbec' (length: 5)
2025-09-11 09:55:22 | INFO | services.auth_service | Worker-30260 | Expected username: 'vsbec' (length: 5)
2025-09-11 09:55:22 | INFO | services.auth_service | Worker-30260 | Expected password: 'vsbec' (length: 5)
2025-09-11 09:55:22 | INFO | services.auth_service | Worker-30260 | Username match: True
2025-09-11 09:55:22 | INFO | services.auth_service | Worker-30260 | Password match: True
2025-09-11 09:55:22 | INFO | services.auth_service | Worker-30260 | === END DEBUG ===
2025-09-11 09:56:32 | INFO | pdf_service | Worker-30260 | {"message": "Starting PDF text extraction", "data": {"file_path": "D:\\Files\\learning\\books\\How-To-Win-Friends_Libtoon.com_.pdf"}, "timestamp": "2025-09-11T04:26:32.573467", "logger": "pdf_service"}
2025-09-11 09:56:32 | INFO | pdf_service | Worker-30260 | {"message": "Cache miss - extracting text from PDF", "data": {"file_path": "D:\\Files\\learning\\books\\How-To-Win-Friends_Libtoon.com_.pdf"}, "timestamp": "2025-09-11T04:26:32.574555", "logger": "pdf_service"}
2025-09-11 09:56:32 | INFO | pdf_service | Worker-30260 | {"message": "PDF loaded successfully", "data": {"file_path": "D:\\Files\\learning\\books\\How-To-Win-Friends_Libtoon.com_.pdf", "pages": 216}, "timestamp": "2025-09-11T04:26:32.705711", "logger": "pdf_service"}
2025-09-11 09:57:22 | INFO | pdf_service | Worker-30260 | {"message": "Text extraction completed", "data": {"file_path": "D:\\Files\\learning\\books\\How-To-Win-Friends_Libtoon.com_.pdf", "extracted_length": 430143}, "timestamp": "2025-09-11T04:27:22.483355", "logger": "pdf_service"}
2025-09-11 09:57:22 | INFO | cache | Worker-30260 | {"message": "Successfully cached text", "data": {"file_path": "D:\\Files\\learning\\books\\How-To-Win-Friends_Libtoon.com_.pdf", "cache_key": "724ac16311bbdb2326e5e253c7bdd6ee"}, "timestamp": "2025-09-11T04:27:22.494236", "logger": "cache"}
2025-09-11 09:57:22 | INFO | pdf_service | Worker-30260 | {"message": "Successfully cached extracted text", "data": {"file_path": "D:\\Files\\learning\\books\\How-To-Win-Friends_Libtoon.com_.pdf"}, "timestamp": "2025-09-11T04:27:22.495706", "logger": "pdf_service"}
2025-09-11 09:57:22 | INFO | pdf_service | Worker-30260 | {"message": "Starting PDF text extraction", "data": {"file_path": "D:\\Files\\learning\\books\\How-To-Win-Friends_Libtoon.com_.pdf"}, "timestamp": "2025-09-11T04:27:22.502740", "logger": "pdf_service"}
2025-09-11 09:57:22 | INFO | cache | Worker-30260 | {"message": "Cache hit", "data": {"file_path": "D:\\Files\\learning\\books\\How-To-Win-Friends_Libtoon.com_.pdf", "cached_at": "2025-09-11T09:57:22.484364"}, "timestamp": "2025-09-11T04:27:22.513656", "logger": "cache"}
2025-09-11 09:57:22 | INFO | pdf_service | Worker-30260 | {"message": "Using cached text", "data": {"file_path": "D:\\Files\\learning\\books\\How-To-Win-Friends_Libtoon.com_.pdf", "text_length": 430143}, "timestamp": "2025-09-11T04:27:22.514657", "logger": "pdf_service"}
2025-09-11 09:58:01 | INFO | chat_service | Worker-30260 | Successfully generated response for token user_1cac953e24ee, length: 969
2025-09-11 09:58:18 | INFO | chat_service | Worker-30260 | {"message": "Generating questions", "data": {"token": "user_1cac953e24ee", "topic": "", "count": 25, "mode": "practice"}, "timestamp": "2025-09-11T04:28:18.255435", "logger": "chat_service"}
2025-09-11 09:58:18 | INFO | chat_service | Worker-30260 | {"message": "Processing PDF for questions", "data": {"filename": "How-To-Win-Friends_Libtoon.com_.pdf", "content_length": 430143}, "timestamp": "2025-09-11T04:28:18.255435", "logger": "chat_service"}
2025-09-11 09:58:18 | INFO | chat_service | Worker-30260 | Sending request to Gemini AI
2025-09-11 09:58:26 | INFO | chat_service | Worker-30260 | Gemini AI response received
2025-09-11 09:58:26 | INFO | chat_service | Worker-30260 | {"message": "Gemini AI response received", "data": {"response_length": 2262}, "timestamp": "2025-09-11T04:28:26.426290", "logger": "chat_service"}
2025-09-11 09:58:35 | INFO | chat_service | Worker-30260 | Successfully generated response for token user_1cac953e24ee, length: 3666
2025-09-11 09:58:43 | INFO | chat_service | Worker-30260 | Successfully generated response for token user_1cac953e24ee, length: 2741
2025-09-11 10:01:19 | INFO | pdf_service | Worker-30260 | {"message": "Starting PDF text extraction", "data": {"file_path": "D:\\Files\\learning\\books\\the-5-am-club.pdf"}, "timestamp": "2025-09-11T04:31:19.444585", "logger": "pdf_service"}
2025-09-11 10:01:19 | INFO | pdf_service | Worker-30260 | {"message": "Cache miss - extracting text from PDF", "data": {"file_path": "D:\\Files\\learning\\books\\the-5-am-club.pdf"}, "timestamp": "2025-09-11T04:31:19.445593", "logger": "pdf_service"}
2025-09-11 10:01:19 | INFO | pdf_service | Worker-30260 | {"message": "PDF loaded successfully", "data": {"file_path": "D:\\Files\\learning\\books\\the-5-am-club.pdf", "pages": 252}, "timestamp": "2025-09-11T04:31:19.475967", "logger": "pdf_service"}
2025-09-11 10:01:35 | INFO | pdf_service | Worker-30260 | {"message": "Text extraction completed", "data": {"file_path": "D:\\Files\\learning\\books\\the-5-am-club.pdf", "extracted_length": 571329}, "timestamp": "2025-09-11T04:31:35.014256", "logger": "pdf_service"}
2025-09-11 10:01:35 | INFO | cache | Worker-30260 | {"message": "Successfully cached text", "data": {"file_path": "D:\\Files\\learning\\books\\the-5-am-club.pdf", "cache_key": "6fb9163520207ff9874bf5c1434a86e8"}, "timestamp": "2025-09-11T04:31:35.069670", "logger": "cache"}
2025-09-11 10:01:35 | INFO | pdf_service | Worker-30260 | {"message": "Successfully cached extracted text", "data": {"file_path": "D:\\Files\\learning\\books\\the-5-am-club.pdf"}, "timestamp": "2025-09-11T04:31:35.070857", "logger": "pdf_service"}
2025-09-11 10:01:35 | INFO | pdf_service | Worker-30260 | {"message": "Starting PDF text extraction", "data": {"file_path": "D:\\Files\\learning\\books\\the-5-am-club.pdf"}, "timestamp": "2025-09-11T04:31:35.075007", "logger": "pdf_service"}
2025-09-11 10:01:35 | INFO | cache | Worker-30260 | {"message": "Cache hit", "data": {"file_path": "D:\\Files\\learning\\books\\the-5-am-club.pdf", "cached_at": "2025-09-11T10:01:35.015258"}, "timestamp": "2025-09-11T04:31:35.083159", "logger": "cache"}
2025-09-11 10:01:35 | INFO | pdf_service | Worker-30260 | {"message": "Using cached text", "data": {"file_path": "D:\\Files\\learning\\books\\the-5-am-club.pdf", "text_length": 571329}, "timestamp": "2025-09-11T04:31:35.084163", "logger": "pdf_service"}
2025-09-11 10:01:48 | INFO | chat_service | Worker-30260 | {"message": "Generating questions", "data": {"token": "user_1cac953e24ee", "topic": "", "count": 25, "mode": "practice"}, "timestamp": "2025-09-11T04:31:48.440248", "logger": "chat_service"}
2025-09-11 10:01:48 | INFO | chat_service | Worker-30260 | {"message": "Processing PDF for questions", "data": {"filename": "the-5-am-club.pdf", "content_length": 571329}, "timestamp": "2025-09-11T04:31:48.441247", "logger": "chat_service"}
2025-09-11 10:01:48 | INFO | chat_service | Worker-30260 | Sending request to Gemini AI
2025-09-11 10:01:56 | INFO | chat_service | Worker-30260 | Gemini AI response received
2025-09-11 10:01:56 | INFO | chat_service | Worker-30260 | {"message": "Gemini AI response received", "data": {"response_length": 2507}, "timestamp": "2025-09-11T04:31:56.350669", "logger": "chat_service"}
2025-09-11 10:02:03 | INFO | chat_service | Worker-30260 | Successfully generated response for token user_1cac953e24ee, length: 1474
2025-09-11 10:02:16 | INFO | chat_service | Worker-30260 | {"message": "Generating questions", "data": {"token": "user_1cac953e24ee", "topic": "", "count": 10, "mode": "quiz"}, "timestamp": "2025-09-11T04:32:16.993016", "logger": "chat_service"}
2025-09-11 10:02:16 | INFO | chat_service | Worker-30260 | {"message": "Processing PDF for questions", "data": {"filename": "the-5-am-club.pdf", "content_length": 571329}, "timestamp": "2025-09-11T04:32:16.994030", "logger": "chat_service"}
2025-09-11 10:02:16 | INFO | chat_service | Worker-30260 | Sending request to Gemini AI
2025-09-11 10:02:24 | INFO | chat_service | Worker-30260 | Gemini AI response received
2025-09-11 10:02:24 | INFO | chat_service | Worker-30260 | {"message": "Gemini AI response received", "data": {"response_length": 3502}, "timestamp": "2025-09-11T04:32:24.325731", "logger": "chat_service"}
2025-09-11 10:05:55 | INFO | chat_service | Worker-30260 | Successfully generated response for token user_1cac953e24ee, length: 2996
2025-09-11 10:09:39 | INFO | pdf_service | Worker-30260 | {"message": "Starting PDF text extraction", "data": {"file_path": "D:\\Files\\learning\\books\\Five Love Languages.pdf"}, "timestamp": "2025-09-11T04:39:39.334300", "logger": "pdf_service"}
2025-09-11 10:09:39 | INFO | pdf_service | Worker-30260 | {"message": "Cache miss - extracting text from PDF", "data": {"file_path": "D:\\Files\\learning\\books\\Five Love Languages.pdf"}, "timestamp": "2025-09-11T04:39:39.335807", "logger": "pdf_service"}
2025-09-11 10:09:39 | INFO | pdf_service | Worker-30260 | {"message": "PDF loaded successfully", "data": {"file_path": "D:\\Files\\learning\\books\\Five Love Languages.pdf", "pages": 272}, "timestamp": "2025-09-11T04:39:39.363360", "logger": "pdf_service"}
2025-09-11 10:09:47 | INFO | pdf_service | Worker-30260 | {"message": "Text extraction completed", "data": {"file_path": "D:\\Files\\learning\\books\\Five Love Languages.pdf", "extracted_length": 272564}, "timestamp": "2025-09-11T04:39:47.076171", "logger": "pdf_service"}
2025-09-11 10:09:47 | INFO | cache | Worker-30260 | {"message": "Successfully cached text", "data": {"file_path": "D:\\Files\\learning\\books\\Five Love Languages.pdf", "cache_key": "016e958cb52bc9cfd1974605c481d145"}, "timestamp": "2025-09-11T04:39:47.082508", "logger": "cache"}
2025-09-11 10:09:47 | INFO | pdf_service | Worker-30260 | {"message": "Successfully cached extracted text", "data": {"file_path": "D:\\Files\\learning\\books\\Five Love Languages.pdf"}, "timestamp": "2025-09-11T04:39:47.082508", "logger": "pdf_service"}
2025-09-11 10:09:47 | INFO | pdf_service | Worker-30260 | {"message": "Starting PDF text extraction", "data": {"file_path": "D:\\Files\\learning\\books\\Five Love Languages.pdf"}, "timestamp": "2025-09-11T04:39:47.088663", "logger": "pdf_service"}
2025-09-11 10:09:47 | INFO | cache | Worker-30260 | {"message": "Cache hit", "data": {"file_path": "D:\\Files\\learning\\books\\Five Love Languages.pdf", "cached_at": "2025-09-11T10:09:47.077172"}, "timestamp": "2025-09-11T04:39:47.091662", "logger": "cache"}
2025-09-11 10:09:47 | INFO | pdf_service | Worker-30260 | {"message": "Using cached text", "data": {"file_path": "D:\\Files\\learning\\books\\Five Love Languages.pdf", "text_length": 272564}, "timestamp": "2025-09-11T04:39:47.092675", "logger": "pdf_service"}
2025-09-11 13:30:22 | INFO | pdf_service | Worker-26660 | {"message": "Starting PDF text extraction", "data": {"file_path": "D:\\Files\\learning\\books\\Do-It-Today-PDF.pdf"}, "timestamp": "2025-09-11T08:00:22.017024", "logger": "pdf_service"}
2025-09-11 13:30:22 | INFO | pdf_service | Worker-26660 | {"message": "Cache miss - extracting text from PDF", "data": {"file_path": "D:\\Files\\learning\\books\\Do-It-Today-PDF.pdf"}, "timestamp": "2025-09-11T08:00:22.018039", "logger": "pdf_service"}
2025-09-11 13:30:22 | INFO | pdf_service | Worker-26660 | {"message": "PDF loaded successfully", "data": {"file_path": "D:\\Files\\learning\\books\\Do-It-Today-PDF.pdf", "pages": 135}, "timestamp": "2025-09-11T08:00:22.124444", "logger": "pdf_service"}
2025-09-11 13:30:23 | INFO | pdf_service | Worker-26660 | {"message": "Text extraction completed", "data": {"file_path": "D:\\Files\\learning\\books\\Do-It-Today-PDF.pdf", "extracted_length": 174191}, "timestamp": "2025-09-11T08:00:23.533733", "logger": "pdf_service"}
2025-09-11 13:30:23 | INFO | cache | Worker-26660 | {"message": "Successfully cached text", "data": {"file_path": "D:\\Files\\learning\\books\\Do-It-Today-PDF.pdf", "cache_key": "609ac950a40b03a5251c05b8f4e1c334"}, "timestamp": "2025-09-11T08:00:23.537731", "logger": "cache"}
2025-09-11 13:30:23 | INFO | pdf_service | Worker-26660 | {"message": "Successfully cached extracted text", "data": {"file_path": "D:\\Files\\learning\\books\\Do-It-Today-PDF.pdf"}, "timestamp": "2025-09-11T08:00:23.538710", "logger": "pdf_service"}
2025-09-11 13:30:23 | INFO | pdf_service | Worker-26660 | {"message": "Starting PDF text extraction", "data": {"file_path": "D:\\Files\\learning\\books\\Do-It-Today-PDF.pdf"}, "timestamp": "2025-09-11T08:00:23.546249", "logger": "pdf_service"}
2025-09-11 13:30:23 | INFO | cache | Worker-26660 | {"message": "Cache hit", "data": {"file_path": "D:\\Files\\learning\\books\\Do-It-Today-PDF.pdf", "cached_at": "2025-09-11T13:30:23.533733"}, "timestamp": "2025-09-11T08:00:23.550295", "logger": "cache"}
2025-09-11 13:30:23 | INFO | pdf_service | Worker-26660 | {"message": "Using cached text", "data": {"file_path": "D:\\Files\\learning\\books\\Do-It-Today-PDF.pdf", "text_length": 174191}, "timestamp": "2025-09-11T08:00:23.550295", "logger": "pdf_service"}
2025-09-11 13:30:46 | INFO | chat_service | Worker-26660 | Successfully generated response for token user_c8324b246aa0, length: 890
2025-09-11 13:31:37 | INFO | chat_service | Worker-26660 | {"message": "Generating questions", "data": {"token": "user_c8324b246aa0", "topic": "", "count": 10, "mode": "practice"}, "timestamp": "2025-09-11T08:01:37.051801", "logger": "chat_service"}
2025-09-11 13:31:37 | INFO | chat_service | Worker-26660 | {"message": "Processing PDF for questions", "data": {"filename": "Do-It-Today-PDF.pdf", "content_length": 174191}, "timestamp": "2025-09-11T08:01:37.052800", "logger": "chat_service"}
2025-09-11 13:31:37 | INFO | chat_service | Worker-26660 | Sending request to Gemini AI
2025-09-11 13:31:43 | INFO | chat_service | Worker-26660 | Gemini AI response received
2025-09-11 13:31:43 | INFO | chat_service | Worker-26660 | {"message": "Gemini AI response received", "data": {"response_length": 1676}, "timestamp": "2025-09-11T08:01:43.562048", "logger": "chat_service"}
