2025-08-05 14:18:38 | INFO | chat_service | info:66 | API ROTATION: Using key #10/14 - AIzaSyA8...*******************************
2025-08-05 15:40:56 | INFO | chat_service | info:66 | API ROTATION: Using key #9/14 - AIzaSyB2...*******************************
2025-08-05 15:41:05 | INFO | chat_service | info:66 | API ROTATION: Using key #10/14 - AIzaSyA8...*******************************
2025-08-05 15:49:11 | INFO | chat_service | info:66 | {"message": "Generating questions", "data": {"token": "user_af801ca5db4b", "topic": "", "count": 50, "mode": "practice"}, "timestamp": "2025-08-05T10:19:11.277528", "logger": "chat_service"}
2025-08-05 15:49:11 | INFO | chat_service | info:66 | {"message": "Processing PDF for questions", "data": {"filename": "'How to develop a Super Power Memory' - Mega Brain ( PDFDrive.com ).pdf", "content_length": 319387}, "timestamp": "2025-08-05T10:19:11.277528", "logger": "chat_service"}
2025-08-05 15:49:11 | INFO | chat_service | info:66 | Sending request to Gemini AI
2025-08-05 15:49:20 | INFO | chat_service | info:66 | Gemini AI response received
2025-08-05 15:49:20 | INFO | chat_service | info:66 | {"message": "Gemini AI response received", "data": {"response_length": 3977}, "timestamp": "2025-08-05T10:19:20.207756", "logger": "chat_service"}
2025-08-05 15:49:20 | INFO | chat_service | info:66 | {"message": "Generating questions", "data": {"token": "user_b3ac87609b21", "topic": "", "count": 50, "mode": "practice"}, "timestamp": "2025-08-05T10:19:20.223872", "logger": "chat_service"}
2025-08-05 15:49:20 | INFO | chat_service | info:66 | {"message": "Processing PDF for questions", "data": {"filename": "'How to develop a Super Power Memory' - Mega Brain ( PDFDrive.com ).pdf", "content_length": 319387}, "timestamp": "2025-08-05T10:19:20.223872", "logger": "chat_service"}
2025-08-05 15:49:20 | INFO | chat_service | info:66 | Sending request to Gemini AI
2025-08-05 15:49:30 | INFO | chat_service | info:66 | Gemini AI response received
2025-08-05 15:49:30 | INFO | chat_service | info:66 | {"message": "Gemini AI response received", "data": {"response_length": 4046}, "timestamp": "2025-08-05T10:19:30.243040", "logger": "chat_service"}
2025-08-05 21:50:08 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:50:08 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:50:08 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:50:08 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:50:35 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:50:35 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:50:35 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:50:35 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:51:05 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:51:05 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:51:05 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:51:05 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:53:16 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:53:16 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:53:16 | INFO | chat_service | info:66 | API key rotation enabled
2025-08-05 21:53:16 | INFO | chat_service | info:66 | API key rotation enabled
